language;category;theme;groupId;groupTitle;subtopicId;subtopicTitle;title;synthesiaId;order;;;
en;helse;fysisk_aktivitet;trening ;Training;be_physically_active;Be Physically Active;Be Physically Active;e7b15a72-c530-486d-a40c-f8b5fe8191d3;3;;;
en;helse;fysisk_aktivitet;trening ;Training;new_words;New Words;New Words;c4124b35-3b7e-44c4-9300-34132ad0af88;4;;;
en;helse;fysisk_aktivitet;trening ;Training;high_intensity_training;High-intensity Training;High-intensity Training;2bc16fc3-bf58-433b-b5fd-6a0bcecd79e9;5;;;
en;helse;fysisk_aktivitet;trening ;Training;new_words;New Words;New Words;22b172fa-9100-4f3c-8f69-4627693b4249;6;;;
en;helse;fysisk_aktivitet;trening ;Training;strength_training;Strength Training;Strength Training;0c4f8ff3-9ca3-40be-b01d-6c14d5d65350;7;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;new_words;New Words;New Words;17c21877-b176-4f05-bcdb-c96ea19bc10e;8;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;intake_and_expenditure;Intake And Expenditure;Intake And Expenditure;3ca17334-6f2e-497d-890b-9c57f1e86642;9;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;new_words;New Words;New Words;720fdce2-7bc6-4ca2-b866-a7ce12d8c353;10;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;blood_sugar;Blood Sugar;Blood Sugar;f7fadaa6-3956-43d9-97b8-584689c18d41;11;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;new_words;New Words;New Words;8abc83c-5720-4ae6-8688-52117b990222;12;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;cholestrol;Cholestrol;Cholestrol;d10e3e90-0c3c-40a7-97de-4aebcc2d2fd6;13;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;new_words;New Words;New Words;aea3221b-00de-4cc1-bd82-09a7cc7e23d9;14;;;
en;helse;fysisk_aktivitet;kropp_og_helse;Body and health;blood_pressure;Blood Pressure;Blood Pressure;00ce68df-7ea5-4b7d-adfa-228a16731ade;15;;;
en;helse;fysisk_aktivitet;kroppen ;The body;new_words;New Words;New Words;9a95a6d6-e794-4707-ab46-a4dab73ac603;16;;;
en;helse;fysisk_aktivitet;kroppen ;The body;cancer;Cancer;Cancer;7719eb28-1b2e-4514-a1f3-a5c390fd2c4f;17;;;
en;helse;fysisk_aktivitet;kroppen ;The body;new_words;New Words;New Words;ad6a16c2-1fb1-41cd-a085-35a93b923f46;18;;;
en;helse;fysisk_aktivitet;kroppen ;The body;the_brain;The Brain;The Brain;56dd38de-09a3-41cf-a728-cb778ac0e1a1;19;;;
en;helse;fysisk_aktivitet;kroppen ;The body;new_words;New Words;New Words;cbc58cb0-0bcb-41c1-a161-d6d228811f9b;20;;;
